key490739	new_value490739
key499678	new_value499678
key495873	new_value495873
key496919	new_value496919
key499020	new_value499020
key497793	new_value497793
key497159	new_value497159
key498615	new_value498615
key499276	new_value499276
key490975	new_value490975
key495488	new_value495488
key497578	new_value497578
key498623	new_value498623
key498645	new_value498645
key499690	new_value499690
key498964	new_value498964
key498797	new_value498797
key499670	new_value499670
key492885	new_value492885
key497136	new_value497136
key496491	new_value496491
key495251	new_value495251
key497651	new_value497651
key496279	new_value496279
key497593	new_value497593
key493945	new_value493945
key497691	new_value497691
key499966	new_value499966
key495519	new_value495519
key492618	new_value492618
key499094	new_value499094
key498789	new_value498789
key498233	new_value498233
key498732	new_value498732
key499540	new_value499540
key493952	new_value493952
key493502	new_value493502
key496158	new_value496158
key495650	new_value495650
key496535	new_value496535
key498034	new_value498034
key498180	new_value498180
key499580	new_value499580
key499191	new_value499191
key499688	new_value499688
key492564	new_value492564
key496598	new_value496598
key495836	new_value495836
key495720	new_value495720
key498667	new_value498667
key499204	new_value499204
key493858	new_value493858
key498189	new_value498189
key498947	new_value498947
key497290	new_value497290
key496609	new_value496609
key499286	new_value499286
key494683	new_value494683
key498219	new_value498219
key498179	new_value498179
key493725	new_value493725
key497910	new_value497910
key499064	new_value499064
key493626	new_value493626
key497908	new_value497908
key491459	new_value491459
key497704	new_value497704
key499725	new_value499725
key499427	new_value499427
key498120	new_value498120
key497415	new_value497415
key497723	new_value497723
key496051	new_value496051
key497355	new_value497355
key498343	new_value498343
key497111	new_value497111
key499977	new_value499977
key499807	new_value499807
key497585	new_value497585
key499251	new_value499251
key498098	new_value498098
key496602	new_value496602
key499602	new_value499602
key498995	new_value498995
key498552	new_value498552
key499879	new_value499879
key499906	new_value499906
key498029	new_value498029
key498821	new_value498821
key499132	new_value499132
key495170	new_value495170
key499783	new_value499783
key494611	new_value494611
key491500	new_value491500
key499904	new_value499904
key497003	new_value497003
key497914	new_value497914
key496680	new_value496680
key499295	new_value499295
key499096	new_value499096
key499258	new_value499258
key492439	new_value492439
key499506	new_value499506
key490748	new_value490748
key497028	new_value497028
key495668	new_value495668
key499981	new_value499981
key496332	new_value496332
key496395	new_value496395
key498116	new_value498116
key490958	new_value490958
key496605	new_value496605
key499032	new_value499032
key492953	new_value492953
key497063	new_value497063
key499342	new_value499342
key499150	new_value499150
key496992	new_value496992
key495256	new_value495256
key498498	new_value498498
key497337	new_value497337
key495463	new_value495463
key499225	new_value499225
key493839	new_value493839
key498931	new_value498931
key498661	new_value498661
key499304	new_value499304
key497913	new_value497913
key498584	new_value498584
key499339	new_value499339
key492876	new_value492876
key499181	new_value499181
key498131	new_value498131
key497587	new_value497587
key496495	new_value496495
key498874	new_value498874
key499552	new_value499552
key495510	new_value495510
key497002	new_value497002
key498328	new_value498328
key499833	new_value499833
key499984	new_value499984
key496258	new_value496258
key498747	new_value498747
key498450	new_value498450
key499360	new_value499360
key499375	new_value499375
key496425	new_value496425
key499930	new_value499930
key499108	new_value499108
key495550	new_value495550
key497589	new_value497589
key498095	new_value498095
key498001	new_value498001
key499840	new_value499840
key499247	new_value499247
key499046	new_value499046
key499314	new_value499314
key498867	new_value498867
key499435	new_value499435
key498761	new_value498761
key499985	new_value499985
key495288	new_value495288
key497236	new_value497236
key498694	new_value498694
key498843	new_value498843
key499168	new_value499168
key495955	new_value495955
key492893	new_value492893
key498619	new_value498619
key498863	new_value498863
key494357	new_value494357
key497468	new_value497468
key494853	new_value494853
key498096	new_value498096
key499935	new_value499935
key497990	new_value497990
key496436	new_value496436
key498955	new_value498955
key498822	new_value498822
key499871	new_value499871
key497453	new_value497453
key495290	new_value495290
key495390	new_value495390
key495692	new_value495692
key499876	new_value499876
key498434	new_value498434
key499784	new_value499784
key496086	new_value496086
key492835	new_value492835
key497930	new_value497930
key498040	new_value498040
key493978	new_value493978
key499072	new_value499072
key498175	new_value498175
key497780	new_value497780
key498833	new_value498833
key498010	new_value498010
key495388	new_value495388
key499854	new_value499854
key496956	new_value496956
key498771	new_value498771
key499543	new_value499543
key499378	new_value499378
key498032	new_value498032
key499737	new_value499737
key499956	new_value499956
key496714	new_value496714
key499711	new_value499711
key498218	new_value498218
key499600	new_value499600
key497852	new_value497852
key499932	new_value499932
key495345	new_value495345
key497972	new_value497972
key498008	new_value498008
key499481	new_value499481
key497005	new_value497005
key496278	new_value496278
key494473	new_value494473
key490994	new_value490994
key499942	new_value499942
key498410	new_value498410
key494034	new_value494034
key498646	new_value498646
key499653	new_value499653
key496511	new_value496511
key499409	new_value499409
key494191	new_value494191
key498546	new_value498546
key499625	new_value499625
key490990	new_value490990
key496798	new_value496798
key498817	new_value498817
key499928	new_value499928
key497980	new_value497980
key497011	new_value497011
key498962	new_value498962
key493703	new_value493703
key498674	new_value498674
key498204	new_value498204
key499704	new_value499704
key498988	new_value498988
key493326	new_value493326
key499425	new_value499425
key498618	new_value498618
key498717	new_value498717
key496231	new_value496231
key499038	new_value499038
key494324	new_value494324
key497046	new_value497046
key497387	new_value497387
key499923	new_value499923
key492696	new_value492696
key496603	new_value496603
key496415	new_value496415
key491347	new_value491347
key497546	new_value497546
key496675	new_value496675
key498337	new_value498337
key498808	new_value498808
key499084	new_value499084
key499794	new_value499794
key499914	new_value499914
key499288	new_value499288
key492229	new_value492229
key498100	new_value498100
key494254	new_value494254
key497125	new_value497125
key499641	new_value499641
key497647	new_value497647
key499033	new_value499033
key499915	new_value499915
key499463	new_value499463
key493324	new_value493324
key499068	new_value499068
key499924	new_value499924
key496219	new_value496219
key497653	new_value497653
key498815	new_value498815
key499223	new_value499223
key499659	new_value499659
key497479	new_value497479
key498487	new_value498487
key495443	new_value495443
key495876	new_value495876
key499986	new_value499986
key496454	new_value496454
key496473	new_value496473
key499337	new_value499337
key497243	new_value497243
key494865	new_value494865
key498470	new_value498470
key499598	new_value499598
key496015	new_value496015
key495004	new_value495004
key494385	new_value494385
key497463	new_value497463
key498364	new_value498364
key498013	new_value498013
key498205	new_value498205
key499458	new_value499458
key491078	new_value491078
key497079	new_value497079
key499301	new_value499301
key496805	new_value496805
key498264	new_value498264
key499523	new_value499523
key498330	new_value498330
key496012	new_value496012
key495541	new_value495541
key498625	new_value498625
key496163	new_value496163
key499801	new_value499801
key498750	new_value498750
key493284	new_value493284
key499699	new_value499699
key495845	new_value495845
key498756	new_value498756
key499509	new_value499509
key499707	new_value499707
key494262	new_value494262
key496373	new_value496373
key499199	new_value499199
key499137	new_value499137
key497919	new_value497919
key499969	new_value499969
key497244	new_value497244
key497505	new_value497505
key491240	new_value491240
key499919	new_value499919
key499842	new_value499842
key495636	new_value495636
